Category,Sub Category,Sub Sub Category,Link,Product Link,Product,Price,Location,Total Rating,Discount,Color,Storage,Quantity Left,Product detail,Rating&Reviews(Overall),5star,4star,3star,2star,1star,Review
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/apple-iphone-6-fullset-90-new-i519060185-s1796692563.html?search=1,Apple iphone 6 Fullset 90% New,RM388.00,Federal Territory of Kuala Lumpur,72 Ratings,-9%,"SILVER - ONE YEAR WARRANTY
GREY - ONE YEAR WARRANTY
GREY
SILVER
GOLD
GOLD - ONE YEAR WARRANTY","16GB
128GB
32GB
64GB",9,"100% Original
Second Hand
Conditions 90% New
Order will ship within one working day
Selected colour out of stock will replace by random
One month warranty / Can extend to one year
For more informations 016-2163224",4.7/5.0,60,6,2,1,3,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/reaime-5i-smartphone-464gb-original-malaysia-set-i775932323-s1765758917.html?search=1,ReaIme 5i Smartphone ( 4+64GB ) Original malaysia set,RM545.00,Terengganu,143 Ratings, ,"Forest Green-Basic Set
Forest Green-Set B
Forest Green-Set A
Aqua Blue-Set C
Aqua Blue-Set B
Aqua Blue-Set A
Aqua Blue-Basic Set
Forest Green-Set C",64GB,6,Realme 5i (4+64GB) 2020 Original Malaysia Set,4.8/5.0,123,15,3,0,2,"[{'Date': '2020-06-22', 'Time': '21:45 PM', 'Reviewer': 'by Mohamed M.', 'Comment': 'Packing cantik..  Phone pun cantik..  Thanks seller ', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/crazy-sales-malaysia-ready-stockfast-and-free-delivery-xiaomi-mi-poco-pocophone-f2-pro-smartphones-8gb-ram-256-gb-rom-free-gift-1-year-warranty-malaysia-original-genuine-product-i1053776926-s2867144912.html?search=1,【CRAZY SALES MALAYSIA READY STOCK】FAST and FREE Delivery Xiaomi MI POCO Pocophone F2 PRO Smartphones (8GB RAM+ 256 GB ROM) + FREE GIFT 1 year Warranty MALAYSIA Original Genuine Product,"RM2,449.00",Malaysia,4 Ratings,-6%,"Purple
Grey
Blue",256GB,2,"Qualcomm® Snapdragon™ 865The 7nm process technology delivers a 25% performance boost, improving graphic rendering, while lowering the power consumption. Kryo 585™ CPU | Adreno 650™ GPU Equipped with LPDDR5 +UFS 3.1*The latest LPDDR5 memory and UFS 3.1 flash storage boosts operation speeds, greatly decreasing loading times and facilitating multi-tasking. In addition, the reduced power consumption will improve and extend battery life.LiquidCool Technology 2.0 With a multi-layer liquid cooling process and one of the largest vapor chambers in the industry coverıng 28% of the body, the CPU temperature can be reduced by 14°C*.",5.0/5.0,4,0,0,0,0,"[{'Date': '2020-06-22', 'Time': '16:47 PM', 'Reviewer': 'by PokChek L.', 'Comment': 'Tq..barang sampai dgn baik', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/ready-stock-xiaomi-redmi-8-smartphone-4gb-64gb-rom-1-year-local-service-center-warranty-i606754505-s1353700423.html?search=1,[ Ready Stock ] Xiaomi Redmi 8 smartphone ( 4GB + 64GB Rom ) 1 Year Local Service Center Warranty,RM509.00,Federal Territory of Kuala Lumpur,290 Ratings,-15%,"Black
Red
Blue",64GB, ,"Global version
IPS LCD capacitive touchscreen, 16M colors
6.21 inches (720 x 1520 pixels)
Android 9.0 (Pie); MIUI 9
Qualcomm SDM439 Snapdragon 439 (12 nm)
Octa-core (2x2.0 GHz Cortex-A53 & 6x1.45 GHz Cortex A53)
GPU,Adreno 505
Dual SIM (Nano-SIM, dual stand-by)
microSD, up to 1 TB (dedicated slot)
Memory, 64GB 4GB RAM
Dual Camera 12MP+2MP, Front camera 8MP
Non-removable Li-Po 5000 mAh battery, Chargin 10W",4.9/5.0,272,15,2,1,0,"[{'Date': '2020-06-22', 'Time': '18:49 PM', 'Reviewer': 'by Alex', 'Comment': 'Thanks for delivery. Good service ', 'Like': '0'}, {'Date': '2020-06-22', 'Time': '23:50 PM', 'Reviewer': 'by Cassey V.', 'Comment': '', 'Like': '0'}, {'Date': '2020-06-22', 'Time': '16:50 PM', 'Reviewer': 'by wong', 'Comment': '', 'Like': '0'}, {'Date': '2020-06-22', 'Time': '08:52 AM', 'Reviewer': 'by BASKARAN', 'Comment': '', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/free-gift-huawei-y6p-smartphone-4gb-ram64gb-rom-1-year-warranty-by-huawei-malaysia-i1018018211-s2778240798.html?search=1,[Free Gift] Huawei Y6P Smartphone (4GB RAM+64GB ROM) - 1 Year Warranty By Huawei Malaysia,RM492.00,Kedah,19 Ratings,-12%,"Phantom Purple, No Gift
Phantom Purple, With Gift
Emerald Green, With Gift
Emerald Green, No Gift
Midnight Black, With Gift
Midnight Black, No Gift",64GB,10,"6.3 inchesHD+ 1600 x 720 Pixels
Mediatek MT6762R
CPU: 4 x Cortex-A53 2.0 GHz + 4 x Cortex-A53 1.5 GHz
OS : EMUI 10.1 (Based on Android 10)
RAM : 4GB
EOM : 64 GB (Micro SD Card, up to 512GB)
REAR 13 MP (f/1.8 aperture) + 5 MP (Wide Angle Lens, f/2.2 aperture) + 2 MP (f/2.4 aperture) , AF
FRONT 8 MP, f/2.0 aperture, FF
Battery : 5000 mAh (typical value)
1 Year Huawei Malaysia Warranty",4.9/5.0,17,2,0,0,0,"[{'Date': '2020-06-22', 'Time': '22:53 PM', 'Reviewer': 'by Mohd N.', 'Comment': 'Real product, excellent packaging and fast delivery. Tq', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/mate36-pro-smart-phone-mobile-phone-android-phone-58-inch-screen-android-91-system-4-64g-i778048914-s1772846271.html?search=1,Mate36 pro Smart Phone Mobile Phone android phone 5.8 inch screen Android 9.1 System 4 + 64G,RM179.00,Selangor,210 Ratings,-66%,"Purple
Green
Black",64GB,,"- Display: 5.8 inch
- Resolution: 1280*2320
- CPU: MTK6799 Deca-Core
- System: Android 9.1
- RAM: 4GB - ROM: 64GB
- Battery: 4000mAh Li-ion Battery
- Face recognition: Yes
- Fingerprint unlock: Yes
- Wireless Connectivity: 4G, A-GPS, Bluetooth, GPS, GSM, WiFi
- SIM card: Dual SIM dual standby - TF card: Support up to 128GB
- Language: Multi-language support - Frequency band: GSM: 850/900/1800/1900; WCDMA: 850/1900/2100 -
Multi Function:Wifi, GPS, Gravity Sensor, Alarm ,Calendar ,Calculator ,Audio recorder ,Video recorder, WAP/MMS/GPRS, Image viewer,E-Book,World clock,Tasks",4.5/5.0,175,8,5,5,17,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/huawei-y9-prime-2019-smartphone-4gb-ram-128gb-rom-original-malaysia-set-stock-ready-i533648480-s1058678757.html?search=1,Huawei Y9 Prime 2019 Smartphone (4GB RAM + 128GB ROM) Original Malaysia Set - Stock Ready,RM694.00,Johore,243 Ratings,-13%,"Sapphire Blue
Midnight Black
Emerald Green",128GB,12,"Screen size: 6.59 inches
Screen type: TFT LCD (LTPS)
Screen colors: 16.7M
Screen resolution: 2340 x 1080
Screen PPI: 391
Android 9
4 GB + 128 GB
USB Type-C
Fingerprint sensor
Front camera: 16 M FF
Rear camera: 16 M + 8 M + 2 M
EMUI 9.0
Battery 4000mAH
Hisilicon Kirin 710F",4.9/5.0,228,9,3,2,1,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/malaysia-set-realme-5i-smartphone-4gb-ram-64gb-rom-1-year-realme-malaysia-warranty-i629508761-s1805340524.html?search=1,[Malaysia Set] Realme 5i Smartphone (4GB RAM + 64GB ROM) 1 Year Realme Malaysia Warranty,RM555.00,Federal Territory of Kuala Lumpur,154 Ratings,-7%,"Green
Green - Freebies RM199
Blue - Freebies RM199
Blue",64GB,,"ColorOS 6.1 based on Android 9.0
6.5-inches HD+ (1600 by 720 pixels)
Octa-core Processor Snapdragon 665 AIE with 2.0Ghz
4Gb+64GB (up to 256GB SD Card)
Front: 8MP
Rear: 12MP+8MP+2MP+2MP ,f/1.8,f/2.3,f/2.4,f/2.4
Battery: 5000mAh",4.8/5.0,137,13,2,1,1,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/apple_iphone_xr-brand-new-256gb-white-i1121124066-s3160690469.html?search=1,Apple_Iphone_Xr brand new 256gb white,RM700.00, ,0 Ratings,-12%, , ,,BRAND NEW SEALED IN BOX 100% NEW AND ORIGINAL 1 YEAR WARRANTY FREE GIFT TEMPERED GLASS POWER BANK PHONE COVER AIRPODS FOR INFO(01*7917*4347) CAN NEGO(01*7917*4347),0/5.0,0,0,0,0,0,['']
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/2020-new-model-huawei-nova-7-pro-6gb-ram-128gb-rom-63inch-waterdrop-screen-4g-lte-smartphone-i1066406102-s2919210121.html?search=1,2020 NEW MODEL HUAWEI NOVA 7 PRO -6GB RAM 128GB ROM 6.3INCH WATERDROP SCREEN 4G LTE SMARTPHONE,RM268.00,Malaysia,2 Ratings,-66%,"BLUE
PURPLE
BLACK
GREEN",128GB,,"6.3 inch full HD screen
4gb ram + 64gb rom
Face beauty camera
Android 8.1
Camera rear 13MP
Camera front 8MP
Battery 3200 MAH
Dual sim dual standby
Bluetooth/wifi/gps/hotspot
Quad-core Processor
Colour : Blue, Green, Gold, Purple
1 x Sreen Protector
1 x Silicon Cover
1 x Phone Device
1 x Battery
1 x Cable
1 x Charger
1 x Handfree",4.5/5.0,1,1,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/iphone-7-plus-128gb-black-i445744439-s665061374.html?search=1,iPhone 7 Plus 128GB Black,"RM1,699.00",Selangor,68 Ratings, , , ,,"5.5-inch Retina HD display3
IP67 water and dust resistant (maximum depth of 1 metre for up to 30 minutes)2
12MP dual cameras with OIS, Portrait mode and 4K video
7MP FaceTime HD camera with RetinaFlash
Touch ID for secure authentication
A10 Fusion chip
iOS 12 with Screen Time, Group FaceTime and even faster performance4",4.7/5.0,54,9,3,0,2,"[{'Date': '2020-06-22', 'Time': '20:05 PM', 'Reviewer': 'by Muhammad A.', 'Comment': '', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/ready-stock-asus-zenfone-max-m2-smartphone-4gb-ram-32gb-rom-1-year-warranty-by-asus-malaysia-i453062381-s691758632.html?search=1,[Ready Stock] Asus Zenfone Max M2 Smartphone (4GB RAM + 32GB ROM) 1 Year Warranty by Asus Malaysia,RM429.00,Selangor,262 Ratings,-52%, , ,,"1 Year Warranty by Asus Malaysia
6.26 inches, 97.8 cm2(~80.9% screen-to-body ratio)
720 x 1520 pixels, 19:9 ratio (~269 ppi density)
Android 8.1 (Oreo)
Qualcomm SDM632 Snapdragon 632 (14 nm)
Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver)
32 GB, 4 GB RAM
Main Camera -13 MP, f/1.8, 1.12µm, PDAF2 MP, depth sensor
FrontCamera -8 MP, f/2.0, 1.12µm
Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass
Non-removable Li-Ion 4000 mAh battery",4.9/5.0,241,14,4,0,3,"[{'Date': '2020-06-22', 'Time': '16:07 PM', 'Reviewer': 'by jafrul1975', 'Comment': 'Produk mmg terbaik pada range harga bawah rm500. Berkualiti. This is my 2nd time buying the same phone. Good job seller. ', 'Like': '0'}, {'Date': '2020-06-22', 'Time': '14:08 PM', 'Reviewer': 'by kamaizati', 'Comment': '', 'Like': '0'}, {'Date': '2020-06-22', 'Time': '11:54 AM', 'Reviewer': 'by Tay S.', 'Comment': '', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/xiaomi-mi-9-6gb64gb-black-color-1-year-official-malaysia-warranty-i903266206-s2239220765.html?search=1,Xiaomi Mi 9 (6GB+64GB) - Black Color -1 Year Official Malaysia Warranty,"RM1,299.00",Federal Territory of Kuala Lumpur,9 Ratings,-24%, , ,,Xiaomi Mi 9 (6GB+64GB) - 1 Year Official Malaysia Warranty,5.0/5.0,9,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/2020-new-model-oppo-a92-63inch-4gb-ram-64gb-rom-faceunlock-sensor-import-set-i1066392636-s2919428041.html?search=1,2020 NEW MODEL OPPO A92 6.3INCH 4GB RAM 64GB ROM FACEUNLOCK SENSOR IMPORT SET,RM245.00,Malaysia,3 Ratings,-65%,"BLUE
PURPLE
GOLD
BLACK",64GB,,"6.3 inch full HD screen
4gb ram + 64gb rom
Face beauty camera
Android 8.1
Camera rear 13MP
Camera front 8MP
Battery 3200 MAH
Dual sim dual standby
Bluetooth/wifi/gps/hotspot
Quad-core Processor",5.0/5.0,3,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/apple-iphone-7-conditions-90-new-i519644874-s1006576433.html?search=1,Apple iphone 7 Conditions 90% New,RM638.00,Malaysia,42 Ratings,-19%,"ROSE
MATT BLACK
GOLD
SILVER","32GB
128GB
256GB",10,"4.7 inch LED-backlit IPS LCD, capacitive touchscreen, 16M colors
iOS 10.0.1, upgradable to iOS 12.3
Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr)
32/128/256 GB, 2 GB RAM
Fingerprint (front-mounted)
Non-removable Li-Ion 1960 mAh battery (7.45 Wh)
Second / Conditions 90% New
Can Update / No Any Lock
Selected colour out of stock will replace by random colour
For more informations 016-2099684",4.6/5.0,34,3,3,1,1,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/malaysia-set-huawei-nova-5t-smartphone-8gb-ram-128gb-rom-1-year-huawei-malaysia-warranty-i579120827-s1868922967.html?search=1,[Malaysia Set] Huawei Nova 5T Smartphone (8GB RAM + 128GB ROM) 1 Year Huawei Malaysia Warranty,"RM1,239.00",Federal Territory of Kuala Lumpur,270 Ratings,-11%,"Green
Purple - Bundle RM199
Purple",128GB,,"Screen: 6.26 inches , 16.7M colors,FHD+ 2340 x 1080
48MP Five AI Cameras, AI HDR+ for Backlit Shot
CPU: HUAWEI Kirin 980 Octa-core
GPU:Mali-G76 720 MHz,GPU Turbo 3.0
Memory: 8GB RAM+128GB ROM
UI: EMUI 9.1 (Based on Android 9)
Rear Camera:48 MP (f/1.8 aperture AF) + 16 M (f/2.2 aperture FF) + 2 M (f/2.4 aperture FF) + 2 M (f/2.4 aperture FF), supports autofocus (phase focus, contrast focus).
Front Camera:32 MP (f/2.0 aperture), supports fixed focal length.
Battery:3,750 mAh (typical value)
Charging: 22.5W HUAWEI SuperCharge
NFC supported
Sensors: Ambient Light Sensor, Gyroscope, Compass, Proximity Sensor, Gravity Sensor, Hall Sensor, Fingerprint Sensor
1 Year Huawei Malaysia Warranty",4.8/5.0,240,22,3,2,3,"[{'Date': '2020-06-22', 'Time': '21:13 PM', 'Reviewer': 'by Tan H.', 'Comment': 'Well received. Late arrived ', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/malaysia-set-xiaomi-redmi-note-9-pro-128gb-rom6gb-ram-smartphone-with-1-year-xiaomi-malaysia-warranty-i990698372-s2608390212.html?search=1,[Malaysia Set] Xiaomi Redmi Note 9 Pro (128GB ROM/6GB RAM) Smartphone with 1 Year Xiaomi Malaysia Warranty,RM999.00,Federal Territory of Kuala Lumpur,22 Ratings,-9%,"Interstellar Grey
Glacier White
Tropical Green
Glacier White (Freebies)
Interstellar Grey (Freebies)
Tropical Green (Freebies)",128GB,10,"Qualcomm® Snapdragon™ 720G
5020mAh (typ)*
Supports 30W fast charge
6.67"" DotDisplay
64MP AI Quad Camera
16MP In-Display Front Camera
6GB + 128GB*
",4.8/5.0,19,2,1,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/apple-iphone-11-11-pro-11-pro-max-one-year-warranty-i989574751-s2603400904.html?search=1,"Apple iphone 11, 11 Pro, 11 Pro Max (One Year Warranty)","RM2,699.00",Malaysia,5 Ratings,-20%,"IPHONE 11
IPHONE 11 RPO
IPHONE 11 PRO MAX","64GB
256GB", ,"This is Original Apple iphone
Used / 100% Original
Conditions 95% New
One Year Warranty
Order will send by random colour
For more informations 016-2099684",5.0/5.0,5,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/iphones-5-16gb32gb-original-used-95-new-full-set-usa-set-ll-set-100-original-i552402635-s1098250512.html?search=1,iPhones 5 16GB/32GB - Original Used 95% New Full Set ( USA SET / LL SET ) - 100% Original,RM179.00,Federal Territory of Kuala Lumpur,55 Ratings, ,"White
Black","16GB
32GB",3,"4.0 inch IPS LCD capacitive touchscreen, 16M colors
Dual-core 1.3 GHz Swift (ARM v7-based)
PowerVR SGX 543MP3 (triple-core graphics)
16/32GB, 1 GB RAM DDR2
Accelerometer, gyro, proximity, compass
Non-removable Li-Po 1440 mAh battery (5.45 Wh)
95% New (Fullset)
Conditions Good / 100% Original
Order will ship within one working day",4.6/5.0,45,6,0,1,3,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/iphone-11-128gb-i594060299-s1201368190.html?search=1,iPhone 11 128GB,"RM3,499.00",Federal Territory of Kuala Lumpur,113 Ratings,-3%,"Black
Green
White
Purple
Red
Yellow",128GB, ,"Shoot 4K videos, beautiful portraits and sweeping landscapes with the all-new dual-camera system. Capture your best low-light photos with Night mode. See true-to-life colour in your photos, videos and games on the 6.1-inch Liquid Retina display.Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR) and photography. Do more and charge less with all-day battery life.And worry less with water resistance up to 2 metres for 30 minutes.",5.0/5.0,110,3,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/xiaomi-redmi-note-7-4128gb-global-rom-smartphone-android-handphone-i454026635-s847428276.html?search=1,Xiaomi Redmi Note 7 4+128GB [Global ROM] Smartphone Android Handphone,RM649.00,Selangor,105 Ratings,-35%, , ,,"Brand New Imported Set
Box unsealed for Warranty Labelling / Inspection purposes
Display:6.3 inch, 2340 x 1080 FHD+ Pixel Screen
CPU:Qualcomm Snapdragon 660 Octa Core 2.2GHz
System:Android 8.0, MIUI GlobalROM
RAM + ROM:3GB RAM for 32GB / 6GB RAM for 64GB / 4GB RM for 128GB ROM
Camera:48.0MP + 5.0MP rear camera + 13.0MP front camera
Sensor:Accelerometer, E-compass, Fingerprint Sensor, Ambient Light Sensor, Gravity Sensor, Infrared, Gyroscope, Distance Sensor
SIM Card:Nano SIM card + Nano SIM card / micro SD card
Feature:GPS, A-GPS, Glonass, Beidou
Bluetooth:5.0",4.7/5.0,92,3,6,1,3,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/iphones-4s-32gb-fullset-90-new-i494440786-s897434648.html?search=1,iphones 4s 32gb Fullset 90% New,RM118.00,Malaysia,84 Ratings,-20%,"White
Black","16GB
32GB",,"Original Apple iphone
Second Hand
Conditions 90% New
One Month Warranty
Selected colour out of stock will replace by random colour
For more informations 010-2173224",4.2/5.0,58,6,7,3,10,"[{'Date': '2020-06-22', 'Time': '16:23 PM', 'Reviewer': 'by Aizuddin S.', 'Comment': '', 'Like': '0'}, {'Date': '2020-06-22', 'Time': '02:23 AM', 'Reviewer': 'by MUHD M.', 'Comment': 'Ngam', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/ready-stockredmi-note-9-pro6gb-ram-128gbxiaomi-malaysia-warranty-i1019788230-s2722476257.html?search=1,[Ready Stock]Redmi Note 9 Pro🎉[6GB RAM 128GB]🎁Xiaomi Malaysia Warranty,"RM1,039.00",Malaysia,3 Ratings,-20%,"White Set A
Grey Set B
Grey Set C
Grey Set D
Grey Set E
Grey Set F
White Set C
Green Set A
White Set B
Green Set B
Green Set C
White Set D
Green Set D
White Set E
Green Set E
White Set F
Green Set F
Grey Set A",128GB,,"🌟1 Year Warranty by Xiaomi Malaysia🌟Specification:
✔6.67” FHD+ DotDisplay
✔128GB+6GB RAM
✔Qualcomm® Snapdragon™ 720G
✔Quad Rear Camera: 64MP+8MP +5MP+2MP
✔Front Camera: 16MP
✔Battery 5020mAh (Support 30W Fast Charge)",5.0/5.0,3,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/original-samsung-s10e-snapdragon-855-free-gifts-1-year-warranty-i537226474-s1066294890.html?search=1,Original Samsung S10e Snapdragon 855 + Free Gifts & 1 Year Warranty,"RM1,770.00",Federal Territory of Kuala Lumpur,69 Ratings, ,"White
Pink
Black
Blue",128GB,,"5.8"" Dynamic AMOLED Display 1080 x 2280 HDR 10+
Qualcomm Snapdragon 855 Processor
Better Performance and Better Battery Life than Samsung Exynos Processor
Dual Rear Camera - 12MP Main Camera & 16MP Ultra Wide Camera
Selfie Camera - 10MP Main Camera
3,100mAh Li-ion Battery
Free Screen Protector, Case and Adapter
1 Year Warranty
Service Centre in Selayang Baru
Shipping Time: 2-10 Working Days",4.9/5.0,59,10,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/xiaomi-mi-9-6gb64gb-blue-color-1-year-official-malaysia-warranty-i903288058-s2239268774.html?search=1,Xiaomi Mi 9 (6GB+64GB) - Blue Color - 1 Year Official Malaysia Warranty,"RM1,299.00",Federal Territory of Kuala Lumpur,10 Ratings,-24%, , ,,Xiaomi Mi 9 (6GB+64GB) - 1 Year Official Malaysia Warranty,4.9/5.0,9,1,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/ready-stock-vivo-y15-smartphone-4gb-ram-64gb-rom-5000mah-battery-100-original-vivo-malaysia-warranty-i528034150-s1665904376.html?search=1,[Ready Stock] Vivo Y15 Smartphone (4GB RAM + 64GB ROM + 5000mAh Battery ) 100% Original Vivo Malaysia Warranty,RM536.00,Kedah,105 Ratings,-11%,"Phantom Black, Set A
Burgundy Red, Set B
Burgundy Red, Set C
Burgundy Red, Set D
Phantom Black, Set B
Phantom Black, Set C
Phantom Black, Set D
Burgundy Red, Set A",64GB,10,"Processor: Mediatek Helio P22
RAM/Storage: 4GB RAM+64GB ROM
Operating System: Andriod 9.0
Screen Size: 6.35"" inches
Resolution: 720 × 1544HD+
Camera: Rear -13MP + 8MP + 2MP, f/2.2,f/2.2, f/2.4
Dimensions/Weight/:159.43 x 76.77 x 8.92mm /190.5g
Battery: 5000mAh
Sim Slot: Dual Sim
GPS/OTG/FM: Supported
Bluetooth: 5.0
1 Year Vivo Malaysia Warranty",4.9/5.0,99,4,1,0,1,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/apple-iphone-6-conditions-90-new-i475038631-s1122134364.html?search=1,Apple iphone 6 Conditions 90% New,RM428.00,Malaysia,55 Ratings,-27%,"Gold - One Month Warranty
Silver - One Month Warranty
Gold - Extend To One Year
Grey - Warranty One Month
Grey - Extend To One Year
Silver - Extend to One Year","64GB
128GB
16GB
32GB", ,"LED-backlit IPS LCD, capacitive touchscreen, 16M colors
4.7 inches, 60.9 cm2(~65.8% screen-to-body ratio)
Dual-core 1.4 GHz Typhoon (ARM v8-based)
PowerVR GX6450 (quad-core graphics)
Non-removable Li-Po 1810 mAh battery (6.9 Wh)
Second / 90% As New
100% Original / Fingerprint Working Well
Support All Sim Card / No Any Lock
Order will send within one working day
Warranty one month /Can extend to one year ( Warranty include device / Lcd / Battery )
Selected colour out of stock will replace by random colour
For more informations 016-2099684",4.6/5.0,47,2,2,0,4,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/apple-iphone-6-16gb-32gb-64gb-128gb-i519220583-s1005132472.html?search=1,Apple iphone 6 16GB / 32GB / 64GB / 128GB,RM358.00,Malaysia,81 Ratings,-8%,"GREY
GOLD-extend to one year warranty
SILVER-extend to one year warranty
GOLD
SILVER
GREY-extend to one year warranty","16GB
128GB
32GB
64GB",8,"LED-backlit IPS LCD, capacitive touchscreen, 16M colors
4.7 inches, 60.9 cm2(~65.8% screen-to-body ratio)
Dual-core 1.4 GHz Typhoon (ARM v8-based)
PowerVR GX6450 (quad-core graphics)
Non-removable Li-Po 1810 mAh battery (6.9 Wh)
Second_Hand / Conditions 90% New
Selected Colour Out Of Stock WIll Replace By Random Colour
CAN EXTEND TO ONE YEAR WARRANTY ( INCLUDE LCD/BATTERY )
Order will ship within one working day
For more informations 014-9663224",4.4/5.0,60,8,5,1,7,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/realme-c3-3gb32gb-original-smartphone-malaysia-set-1-year-realme-warranty-free-shipping-i951316962-s2421682682.html?search=1,Realme C3 (3GB/32GB) Original Smartphone Malaysia Set (1 Year Realme Warranty) (Free Shipping),RM474.00,Malaysia,62 Ratings,-7%,"Blazing Red
Frozen Blue",32GB,,"Android 10.0 ; realme UI 1.0
6.5 inches IPS LCD capacitive touchscreen / 720 x 1600 pixels
Full View Display 20:9 Ratio
Mediatek Helio G70 / Octa-core (2x2.0 GHz Cortex-A73 & 6x1.7 GHz Cortex-A55)
3GB RAM and 32GB ROM Storage
Support microSD, up to 256GB (dedicated slot)
Rear Camera : Triple 12 MP, f/1.8, 28mm (wide), 1/2.8"", 1.25µm, PDAF +2MP Macro + 2 MP, f/2.4, (depth), LED flash, HDR, panorama
Front Camera : 5 MP, f/2.4, 27mm (wide), 1/5"", 1.12µm
Non-removable Li-Po 5000 mAh battery
Dual SIM (Nano-SIM, dual stand-by), 4G LTE
Fingerprint (Rear-Mounted)
Facial Unlock",4.9/5.0,57,5,0,0,0,"[{'Date': '2020-06-22', 'Time': '21:31 PM', 'Reviewer': 'by Farizan M.', 'Comment': '', 'Like': '0'}]"
